編號,縣市別代碼,地址,發放口罩藥局名稱,TM2X,TM2Y,行政區,成人口罩數量,兒童口罩數量,藥局提供時間說明,經度,緯度,口罩地圖數量紀錄時間,系統查詢總計數量,系統紀錄日期,系統當日查詢數量
324,66000,台中市北屯區興安路１段３２８號１樓,瑞生藥局,218980.2639,2674370.66,北屯區,920,2100,每月固定禮拜天休息，每天早上8點30分準備開始領取口罩；每天早上8:30~晚上10:00，星期日休息,120.6947007,24.17439248,2022/2/15 15:08,890216,2022/2/3,2
325,66000,台中市北屯區四平路４６９號１樓,北屯德康藥局,217593.0801,2676280.124,北屯區,8870,1290,每天早上9點30分發售口罩；前往領藥前先電話洽詢,120.6810052,24.19160551,2022/2/15 15:08,890214,2022/2/2,6
326,66000,台中市北屯區大連路三段９９號１樓,吉富康藥局,218860.1274,2674431.765,北屯區,720,1390,周一至周六早上九點 依序販售口罩，營業時間至晚上9點，中午12:30至14:00午休及清消，周日公休，,120.693517,24.17494184,2022/2/15 15:08,890208,2022/2/1,8
327,66000,臺中市北屯區東山路１段２８７號,春元藥局,221434.8317,2674535.546,北屯區,110,1190,有關口罩販售：周一至周六早上8:30現場領不發號碼(周日早上9:00現場領不發號碼),120.7188553,24.17592773,2022/2/15 15:08,890200,2022/1/31,4
328,66000,臺中市北屯區北平路三段１０７號,豋盛藥局,217762.744,2674016.222,北屯區,780,1410,營業時間:周日-周五早上9點到晚上10點.周六早上9點-下午4點.免排隊隨時可領,120.6827258,24.17116772,2022/2/15 15:08,890196,2022/1/30,5
329,66000,台中市豐原區西湳里豐北街４０３號,慈安藥局,220954.3994,2683754.474,豐原區,0,820,防疫口罩上午8點整發放販售，另平常前往領藥優先領取,120.713941,24.25915856,2022/2/15 15:08,890191,2022/1/29,6
330,66000,台中市豐原區豐田里田心路二段２２５號,信惠藥局,221773.2007,2681526.662,豐原區,260,370,每日上午7:15發放號碼牌，立即販售口罩，現場售完為止,120.7220487,24.2390582,2022/2/15 15:08,890185,2022/1/28,10
331,66000,台中市豐原區葫蘆里市前街２３號,謝藥局,221110.9705,2682619.164,豐原區,60,3100,實名制口罩每日上午8:00起販賣,120.7155058,24.24891055,2022/2/15 15:08,890175,2022/1/27,8
332,66000,台中市豐原區府前街６３號,協安大藥局,221402.1069,2682691.32,豐原區,1220,1570,-,120.7183714,24.24956739,2022/2/15 15:08,890167,2022/1/26,16
333,66000,台中市豐原區田心路２段２６９號,復生藥局,221827.3055,2681433.113,豐原區,1900,1660,每日上午11:00發號碼牌後販賣口罩(全年無休),120.7225833,24.2382145,2022/2/15 15:08,890151,2022/1/25,10
334,66000,台中市豐原區豐田里田心路二段２５８號,國安保健藥局,221798.9009,2681448.531,豐原區,0,850,每日7:30,120.7223033,24.2383532,2022/2/15 15:08,890141,2022/1/24,10
335,66000,台中市豐原區三民路１８０號,惠笙大藥局,221401.4616,2683121.075,豐原區,1230,1410,-,120.7183565,24.25344771,2022/2/15 15:08,890131,2022/1/23,5
336,66000,台中市豐原區社皮里中正路９１８號,惠生藥局,219492.7987,2682646.933,豐原區,1450,1040,周一至周六正常營業時段販售防疫口罩，售完為止(周日休息),120.6995699,24.24913065,2022/2/15 15:08,890126,2022/1/22,5
337,66000,台中市豐原區中正路１０６號,錦堂藥局,221644.5728,2682962.841,豐原區,740,680,每日早上9:00以排隊販售,120.7207538,24.2520234,2022/2/15 15:08,890121,2022/1/21,9
338,66000,台中市豐原區中正路７０號,聖得藥局,221714.0537,2683041.421,豐原區,90,900,-,120.7214365,24.25273417,2022/2/15 15:08,890112,2022/1/20,4
339,66000,臺中市豐原區三民路１８８號１樓,美日藥局,221379.7765,2683118.215,豐原區,0,500,-,120.718143,24.25342149,2022/2/15 15:08,890108,2022/1/19,2
340,66000,台中市豐原區忠孝街４６號,恆安大藥局,221226.7248,2683044.95,豐原區,0,60,星期日下午及晚上店休,120.7166372,24.25275717,2022/2/15 15:08,890106,2022/1/18,11
341,66000,台中市豐原區中正路１８６號,中正藥局,221425.0725,2682946.011,豐原區,1350,460,口罩時段:AM1000,120.7185925,24.25186746,2022/2/15 15:08,890095,2022/1/17,3
342,66000,台中市豐原區西勢路１１５號,進安藥局,220403.051,2682210.847,豐原區,670,3180,周一至周日早上8:00開始發售口罩，售完為止,120.7085428,24.24521059,2022/2/15 15:08,890092,2022/1/16,15
343,66000,台中市東勢區南平里三民路１３７號,益春藥局,232739.8757,2683346.958,東勢區,1340,810,周一至周六上午8:30發放號碼牌及馬上販售，至晚上9:00前均可持號碼牌販售，周日??營業,120.830016,24.255653,2022/2/15 15:08,890077,2022/1/15,7
344,66000,台中市東勢區中寧里豐勢路４９１號,東生藥局,232523.5616,2683607.516,東勢區,5210,1850,周一至周日上午9:00至12:00販售口罩,120.8278825,24.25800325,2022/2/15 15:08,890070,2022/1/14,5
345,66000,台中市東勢區本街275號,永和藥局,232508.5743,2683434.718,東勢區,230,780,周一至周日上午8點開始現場販售防疫口罩,120.827737,24.25644285,2022/2/15 15:08,890065,2022/1/13,8
346,66000,台中市東勢區東安里豐勢路４７６號,劉藥局,232588.6584,2683484.161,東勢區,60,160,-,120.8285251,24.25689017,2022/2/15 15:08,890057,2022/1/12,5
347,66000,台中市東勢區延平里豊勢路２８２號,生生藥局,232735.8735,2682979.157,東勢區,2340,1160,口罩週一至週五08:30-20:30，週六08:30-18:30(周一至周六的中午12:00-14:30休息),120.829981,24.252332,2022/2/15 15:08,890052,2022/1/11,9
348,66000,臺中市東勢區豐勢路８５號１樓,千百岳大藥局,232859.2059,2682600.423,東勢區,1980,330,周一至周六全天販售，周日會賣沒賣完的口罩。,120.8312001,24.24891367,2022/2/15 15:08,890043,2022/1/10,12
349,66000,臺中市東勢區豐勢路４１２之１、４１６號１樓,小太陽藥局,232659.8525,2683305.912,東勢區,660,740,早上7:30開始販售，週五公休，周日有庫存會繼續販售,120.8292284,24.25528151,2022/2/15 15:08,890031,2022/1/9,10
350,66000,台中市大甲區青三路１２巷３８號,青三藥局,214225.2465,2700071.347,大甲區,0,1690,-,120.6472614,24.40634474,2022/2/15 15:08,890021,2022/1/8,8
351,66000,台中市大甲區順天路３４２號,上慧藥局,212167.5005,2693870.812,大甲區,1180,1070,星期一至星期六 早上8:30開始販賣防疫口罩,120.6271366,24.35031187,2022/2/15 15:08,890013,2022/1/7,9
352,66000,台中市大甲區通天路１７８之１號,日南藥局,214969.0254,2697278.224,大甲區,470,710,110/06/12，110/06/14(上午+下午+晚上)正常門診,120.6546635,24.38114269,2022/2/15 15:08,890004,2022/1/6,7
353,66000,台中市大甲區文武路６７號,金鼎藥局,211787.0341,2693508.532,大甲區,0,730,8/21星期六休假,120.6233966,24.34703159,2022/2/15 15:08,889997,2022/1/5,8
354,66000,台中市清水區鎮北街６１號,親民大藥局,206819.0245,2684860.045,清水區,1270,1140,周一至周六下午3:00-9:00販售防疫口罩,120.5746964,24.26881526,2022/2/15 15:08,889989,2022/1/4,11
355,66000,臺中市清水區文昌街２９號１樓,清水藥局,207010.5353,2684974.105,清水區,700,730,8:30發號碼牌 發完即刻購買領取,120.5765792,24.26985037,2022/2/15 15:08,889978,2022/1/3,16
356,66000,台中市沙鹿區洛泉里四平街１４２號,大原藥局,205395.6636,2681286.34,沙鹿區,1240,890,執業時間販賣防疫口罩。,120.5607884,24.23650837,2022/2/15 15:08,889962,2022/1/2,4
357,66000,台中市沙鹿區美仁里沙田路１４１號,信輝藥局,205233.5926,2681271.875,沙鹿區,650,920,*每日8:00開始販售。(全年無休)*固定周一到周六，早上8:00開始販賣防疫口罩,120.559193,24.23637316,2022/2/15 15:08,889955,2022/1/1,1
358,66000,台中市沙鹿區鹿寮里中山路４１７??５號,沙鹿福倫藥局,208919.4434,2682637.682,沙鹿區,1770,610,每天都有販售防疫口罩。 防疫期間請戴上口罩。謝謝您。,120.5954472,24.2488059,2022/2/15 15:08,889958,2022/1/1,3
359,66000,台中市沙鹿區日新街１１７號,日新藥局,205314.5851,2681342.766,沙鹿區,8250,420,*每日9:00發放號碼牌，9:00開始販售*固定周一到周六，早上9:00開始販賣防疫口罩,120.5599883,24.23701554,2022/2/15 15:08,889953,2021/12/31,2
360,66000,台中市沙鹿區中山路２８６號,永富藥局,205335.5569,2681487.872,沙鹿區,0,510,*每日08:10發放號碼牌，即開始販賣防疫口罩。(全年無休),120.5601903,24.2383263,2022/2/15 15:08,889954,2021/12/31,1
361,66000,台中市沙鹿區中山路３４６號,佑安藥局,205390.5756,2681731.64,沙鹿區,1350,1850,週一至週六全日營業，每週日全日公休.,120.5607245,24.24052886,2022/2/15 15:08,889949,2021/12/30,1
362,66000,臺中市梧棲區臺灣大道八段７６６號,中港藥局,203534.322,2682562.991,梧棲區,1620,2030,星期一至六ˋ上午8；30起用健保卡領ˇ口罩,120.5424193,24.24798127,2022/2/15 15:08,889951,2021/12/30,2
363,66000,臺中市后里區三豐路四段１８號,則安藥局,221847.2525,2689297.352,后里區,170,1240,-,120.7226256,24.30922224,2022/2/15 15:08,889944,2021/12/29,4
364,66000,台中市后里區墩北村四村路１０３號,福美藥局,220874.3877,2688881.87,后里區,340,1540,每日早上7:30開始販售防疫口罩，售完為止,120.713049,24.305453,2022/2/15 15:08,889948,2021/12/29,4
365,66000,台中市神岡區北庄里中山路１０３７號,明興藥局,216603.0281,2683432.712,神岡區,1580,620,週日店休,120.671094,24.2561667,2022/2/15 15:08,889934,2021/12/28,5
366,66000,臺中市神岡區昌平路５段４８０號,民翔藥局,218014.908,2682329.104,神岡區,1680,1950,口罩代售時間為星期一至星期六早上8:40;現場開始販售，售完為止,120.6850231,24.24623149,2022/2/15 15:08,889940,2021/12/28,6
367,66000,台中市神岡區中山路１４５８號,安麗兒藥局神岡店,215600.709,2683746.872,神岡區,1650,2120,口罩領取一律現場排隊.販售時間星期一至星期五下午14:30-16:30星期六早上9:30-11:30星期日不販售口罩,120.6612154,24.25898162,2022/2/15 15:08,889920,2021/12/27,2
368,66000,台中市潭子區頭張路一段１０８號,頭張藥局,219504.4786,2676596.331,潭子區,420,700,口罩代售:開放從早上8點到晚上11點前,120.699813,24.19449883,2022/2/15 15:08,889929,2021/12/27,9
369,66000,台中市潭子區潭陽里潭子街２段８號,宏仁藥局,220241.7101,2678479.892,潭子區,1930,740,上午9時開始販售，同時發號碼牌，星期日休息，請再電話洽詢。,120.7070311,24.21152004,2022/2/15 15:08,889916,2021/12/26,3
370,66000,台中市潭子區潭北里潭子街三段３９號,信源藥局,220210.0576,2678788.884,潭子區,2320,1040,週一至週日08:00~21:00販售口罩售完為止,120.7067131,24.21430939,2022/2/15 15:08,889918,2021/12/26,2
371,66000,台中市潭子區中山路１段１９之８號,潭子福倫藥局,219758.5956,2676181.677,潭子區,0,1460,-,120.7023231,24.19075973,2022/2/15 15:08,889911,2021/12/25,3
372,66000,台中市潭子區大豐路３段７６號,康霖中西藥局,218744.4795,2679554.185,潭子區,2340,900,販售口罩時間.星期一至星期六8:00-21:00。,120.6922678,24.22119097,2022/2/15 15:08,889913,2021/12/25,2
373,66000,台中市石岡區萬安里石岡街５３號,原隆安藥局,227331.6583,2685602.807,石岡區,640,530,固定週一至週日08:30開始發放號碼牌並依序販售口罩，售完為止。,120.7767186,24.27595266,2022/2/15 15:08,889902,2021/12/24,1
374,66000,台中市烏日區九德里中華路５０號,信原堂藥局,213579.3087,2667276.11,烏日區,1120,620,-,120.6417233,24.11021846,2022/2/15 15:08,889908,2021/12/24,6
375,66000,台中市烏日區湖日里中山路二段２９６號,建仁藥局,211432.3221,2666884.046,烏日區,770,990,週一~週六早上9點開始販售醫用口罩,120.6206138,24.10662743,2022/2/15 15:08,889899,2021/12/23,2
376,66000,台中市新社區興社街四段七五號,政雄藥局,230535.8599,2682012.09,新社區,320,950,星期一~五下午2點半，星期六上午10點發售口罩.,120.8083282,24.24357437,2022/2/15 15:08,889901,2021/12/23,2
377,66000,台中市新社區興安路４９之１號,新安藥局,230665.8216,2681854.581,新社區,1010,1600,口罩販賣時間:週一~週六營業時間皆可.週日不販售,120.8096101,24.24215379,2022/2/15 15:08,889893,2021/12/22,2
378,66000,台中市烏日區興祥街３號,真安大藥局,213286.8623,2666679.799,烏日區,0,510,-,120.6388616,24.10482743,2022/2/15 15:08,889897,2021/12/22,4
379,66000,台中市烏日區中山路一段３９７號,原全成藥局,213259.6399,2666996.41,烏日區,2650,1430,早上９：００點販售口罩，售完為止。,120.6385858,24.10768556,2022/2/15 15:08,889888,2021/12/21,5
380,66000,台中市烏日區中山路２段１１２號,烏日福倫藥局,212079.9448,2666833.978,烏日區,2600,2160,星期一至星期六AM0900~PM0100，星期日不販售防疫口罩,120.6269856,24.10619104,2022/2/15 15:08,889891,2021/12/21,3
381,66000,台中市大肚區蔗廓里遊園路二段１６８號,建昌藥局,207399.5456,2674207.553,大肚區,0,420,週一至週日，早上8點開始販售口罩至售完,120.580729,24.172649,2022/2/15 15:08,889879,2021/12/20,5
382,66000,台中市大肚區頂街里沙田路二段７３４號,大佶安藥局,203761.9303,2672052.871,大肚區,10,0,現場領口罩(週一到週日早上8:00~晚上9:30),120.5449976,24.15309154,2022/2/15 15:08,889883,2021/12/20,4
383,66000,台中市龍井區沙田路四段６００號,葆信藥局,203890.1148,2676284.062,龍井區,130,3370,口罩販售:星期一~星期六 08:30開始,120.5461239,24.1912991,2022/2/15 15:08,889867,2021/12/19,3
384,66000,台中市龍井區新東里新興路５３之９號１樓,澤士藤藥局,207960.3852,2675191.251,龍井區,300,1040,口罩販賣時段:全天皆可購買口罩,120.58622,24.18154602,2022/2/15 15:08,889874,2021/12/19,7
385,66000,台中市龍井區藝術街６號,國際大藥局,208895.8686,2675848.932,龍井區,2740,900,口罩販售時間W一至W六 10:30AM-10PM，但12-3pm休息，W日5PM-10PM,120.5954087,24.18750902,2022/2/15 15:08,889857,2021/12/18,2
386,66000,台中市龍井區新興路４０之１１號１樓,我家健康藥局,208112.4095,2675159.792,龍井區,1980,1530,防疫口罩販售時段：09：30-11：50，售完為止,120.5877172,24.18126602,2022/2/15 15:08,889864,2021/12/18,7
387,66000,台中市龍井區新興路９６之２５號,健康生活藥局,207819.2447,2675243.812,龍井區,2040,2690,防疫口罩時段07：30-12：00，14：00-21：30，星期五公休,120.5848293,24.18201682,2022/2/15 15:08,889853,2021/12/17,3
388,66000,台中市龍井區新興路１３７號,德康藥局,207618.9085,2675264.262,龍井區,0,1300,週一~週日每天下午3點現場排隊,120.5828569,24.18219608,2022/2/15 15:08,889855,2021/12/17,2
389,66000,臺中市霧峰區中正路８８０號,浤泰大藥局,219363.1309,2662103.142,霧峰區,3200,1810,周一至周五口罩領取時間下午兩點到三點晚上六點半至十點,120.6987283,24.06363272,2022/2/15 15:08,889842,2021/12/16,2
390,66000,台中市霧峰區中正路９３６之１號,霧峰福倫藥局,219381.5712,2662270.818,霧峰區,1130,530,-,120.6989061,24.06514709,2022/2/15 15:08,889850,2021/12/16,8
391,66000,台中市太平區光華里中山路二段４１２??７號,愛心藥局,222930.2182,2671133.95,太平區,70,1480,0830--2000配售防疫口罩...下午1300--1700休息...週日公休..,120.7336368,24.14524015,2022/2/15 15:08,889833,2021/12/15,8
392,66000,台中市太平區長億里太平路２５７號,榮祺藥局,221450.7133,2668532.472,太平區,1570,250,口罩皆已充足無須排隊  營業時間持健保卡購買即可  周日公休,120.7191301,24.1217245,2022/2/15 15:08,889840,2021/12/15,7
393,66000,台中市太平區永豐路３５號,富眾藥局,220841.3639,2668837.252,太平區,320,1090,110年平安年:星期一至星期五.下午1點.星期六.下午1點30分.晚上(9點)結束.,120.7131292,24.12446531,2022/2/15 15:08,889823,2021/12/14,3
394,66000,台中市太平區新平路三段８７號,同安藥局,221567.3562,2671735.973,太平區,1370,2090,口罩週一至五0900-2100，1300-1600休息、週六0900-1300現場排隊，賣完為止，週日休息。,120.7202147,24.150652,2022/2/15 15:08,889825,2021/12/14,2
